date,time,icon,wind,temp_low,temp_high,weather
2018-01-20,12 pm,2,6,39,46,Passing clouds.
2018-01-20,6 pm,14,5,37,41,Passing clouds.
2018-01-21,12 am,14,7,39,39,Passing clouds.
2018-01-21,6 am,9,8,39,41,Fog.
2018-01-21,12 pm,9,8,41,43,Fog.
2018-01-21,6 pm,14,12,39,41,Passing clouds.
2018-01-22,12 am,17,14,39,39,Overcast.
2018-01-22,6 am,9,12,39,46,Fog.
2018-01-22,12 pm,18,8,37,43,Drizzle. Fog.
2018-01-22,6 pm,29,17,30,37,Light snow. Ice fog.
2018-01-23,12 am,17,17,28,30,Overcast.
2018-01-23,6 am,7,18,27,28,Overcast.
2018-01-23,12 pm,7,14,27,28,Overcast.
2018-01-23,6 pm,17,8,27,27,Overcast.
2018-01-24,12 am,17,5,25,27,Overcast.
2018-01-24,6 am,10,5,25,27,Ice fog.
2018-01-24,12 pm,6,7,28,34,Partly sunny.
2018-01-24,6 pm,13,9,28,32,Clear.
2018-01-25,12 am,13,6,27,30,Clear.
2018-01-25,6 am,2,4,28,43,Passing clouds.
2018-01-25,12 pm,6,10,45,52,Partly sunny.
2018-01-25,6 pm,13,11,39,46,Clear.
2018-01-26,12 am,14,14,45,45,Passing clouds.
2018-01-26,6 am,2,22,45,55,Passing clouds.
2018-01-26,12 pm,7,19,52,57,Overcast.
2018-01-26,6 pm,14,10,36,48,Passing clouds.
2018-01-27,12 am,13,7,28,36,Clear.
2018-01-27,6 am,2,6,28,46,Passing clouds.
2018-01-27,12 pm,2,16,43,52,Passing clouds.
2018-01-27,6 pm,14,7,27,39,Passing clouds.
2018-01-28,12 am,14,6,27,30,Passing clouds.
2018-01-28,6 am,6,12,25,28,Partly sunny.
2018-01-28,12 pm,6,12,23,30,Partly sunny.
2018-01-28,6 pm,29,12,18,21,Light snow. Ice fog.
2018-01-29,12 am,13,9,12,18,Clear.
2018-01-29,6 am,29,9,16,21,Light snow. Ice fog.
2018-01-29,12 pm,2,7,23,27,Passing clouds.
2018-01-29,6 pm,13,4,18,21,Clear.
2018-01-30,12 am,14,4,16,18,Passing clouds.
2018-01-30,6 am,6,14,18,34,Partly sunny.
2018-01-30,12 pm,6,21,36,39,Partly sunny.
2018-01-30,6 pm,17,16,37,43,Overcast.
2018-01-31,12 am,14,13,36,43,Passing clouds.
2018-01-31,6 am,6,9,36,39,Partly sunny.
2018-01-31,12 pm,6,9,37,39,Partly sunny.
2018-01-31,6 pm,14,6,32,36,Passing clouds.
2018-02-01,12 am,17,18,12,36,Overcast.
2018-02-01,6 am,2,17,10,14,Passing clouds.
2018-02-01,12 pm,2,17,16,18,Passing clouds.
2018-02-01,6 pm,13,7,9,14,Clear.
2018-02-02,12 am,13,2,5,9,Clear.
2018-02-02,6 am,2,6,7,18,Passing clouds.
2018-02-02,12 pm,29,11,19,25,Light snow. Ice fog.
2018-02-02,6 pm,17,10,21,25,Overcast.
2018-02-03,12 am,17,11,27,30,Overcast.
2018-02-03,6 am,6,15,30,45,Partly sunny.
2018-02-03,12 pm,6,9,41,45,Partly sunny.
2018-02-03,6 pm,17,13,27,41,Overcast.
2018-02-04,12 am,29,19,12,25,Light snow. Ice fog.
2018-02-04,6 am,7,18,9,12,Overcast.
2018-02-04,12 pm,2,15,10,14,Passing clouds.
2018-02-04,6 pm,13,5,3,10,Clear.
2018-02-05,12 am,13,6,1,3,Clear.
2018-02-05,6 am,30,11,5,10,Snow. Ice fog.
2018-02-05,12 pm,29,7,10,14,Light snow. Ice fog.
2018-02-05,6 pm,29,8,7,10,Light snow. Ice fog.
2018-02-06,12 am,13,9,-4,7,Clear.
2018-02-06,6 am,6,4,-6,7,Partly sunny.
2018-02-06,12 pm,7,4,7,10,Overcast.
2018-02-06,6 pm,29,4,9,10,Light snow. Ice fog.
2018-02-07,12 am,29,6,9,10,Light snow. Ice fog.
2018-02-07,6 am,2,9,9,16,Passing clouds.
2018-02-07,12 pm,6,7,12,18,Partly sunny.
2018-02-07,6 pm,29,2,12,14,Light snow. Ice fog.
2018-02-08,12 am,17,6,12,18,Overcast.
2018-02-08,6 am,7,6,16,23,Overcast.
2018-02-08,12 pm,29,7,21,23,Light snow. Ice fog.
2018-02-08,6 pm,17,11,19,21,Overcast.
2018-02-09,12 am,29,18,18,19,Light snow. Ice fog.
2018-02-09,6 am,29,16,14,18,Light snow. Ice fog.
2018-02-09,12 pm,6,14,10,18,Partly sunny.
2018-02-09,6 pm,29,13,7,10,Light snow. Ice fog.
2018-02-10,12 am,29,9,7,9,Light snow. Ice fog.
2018-02-10,6 am,6,7,9,12,Partly sunny.
2018-02-10,12 pm,6,6,10,14,Partly sunny.
2018-02-10,6 pm,29,7,9,10,Light snow. Ice fog.
2018-02-11,12 am,29,5,9,9,Light snow. Ice fog.
2018-02-11,6 am,2,7,9,16,Passing clouds.
2018-02-11,12 pm,2,11,18,21,Passing clouds.
2018-02-11,6 pm,13,6,9,16,Clear.
2018-02-12,12 am,13,5,1,9,Clear.
2018-02-12,6 am,6,9,3,16,Partly sunny.
2018-02-12,12 pm,6,10,16,18,Partly sunny.
2018-02-12,6 pm,17,8,12,14,Overcast.
2018-02-13,12 am,17,9,16,16,Overcast.
2018-02-13,6 am,6,11,16,30,Partly sunny.
2018-02-13,12 pm,2,9,34,37,Passing clouds.
2018-02-13,6 pm,13,9,30,34,Clear.
2018-02-14,12 am,14,9,28,30,Passing clouds.
2018-02-14,6 am,6,11,30,43,Partly sunny.
2018-02-14,12 pm,6,11,41,45,Partly sunny.
2018-02-14,6 pm,14,6,39,43,Passing clouds.
2018-02-15,12 am,14,3,36,39,Passing clouds.
2018-02-15,6 am,9,7,37,43,Fog.
2018-02-15,12 pm,6,11,36,45,Partly sunny.
2018-02-15,6 pm,17,17,25,34,Overcast.
2018-02-16,12 am,14,19,10,25,Passing clouds.
2018-02-16,6 am,2,13,9,18,Passing clouds.
2018-02-16,12 pm,2,6,21,27,Passing clouds.
2018-02-16,6 pm,14,7,21,25,Passing clouds.
2018-02-17,12 am,17,9,21,27,Overcast.
2018-02-17,6 am,29,9,27,34,Light snow. Ice fog.
2018-02-17,12 pm,2,16,36,41,Passing clouds.
2018-02-17,6 pm,13,5,27,34,Clear.
2018-02-18,12 am,13,9,25,28,Clear.
2018-02-18,6 am,6,20,28,48,Partly sunny.
2018-02-18,12 pm,6,18,46,54,Partly sunny.
2018-02-18,6 pm,17,9,45,46,Overcast.
2018-02-19,12 am,34,9,43,45,Drizzle. Fog.
2018-02-19,6 am,18,7,36,46,Drizzle. Fog.
2018-02-19,12 pm,9,12,30,36,Fog.
2018-02-19,6 pm,29,9,27,28,Light snow. Ice fog.
2018-02-20,12 am,27,8,28,30,Light freezing rain. Ice fog.
2018-02-20,6 am,27,14,25,28,Light freezing rain. Ice fog.
2018-02-20,12 pm,7,17,19,23,Overcast.
2018-02-20,6 pm,17,14,16,19,Overcast.
2018-02-21,12 am,14,11,12,16,Passing clouds.
2018-02-21,6 am,6,9,12,21,Partly sunny.
2018-02-21,12 pm,6,9,21,27,Partly sunny.
2018-02-21,6 pm,17,9,25,25,Overcast.
2018-02-22,12 am,29,7,25,25,Light snow. Ice fog.
2018-02-22,6 am,29,11,25,28,Light snow. Ice fog.
2018-02-22,12 pm,27,9,28,32,Light freezing rain. Ice fog.
2018-02-22,6 pm,27,9,32,34,Light freezing rain. Ice fog.
2018-02-23,12 am,17,8,34,34,Overcast.
2018-02-23,6 am,2,12,30,34,Passing clouds.
2018-02-23,12 pm,6,12,28,36,Partly sunny.
2018-02-23,6 pm,17,7,27,27,Overcast.
2018-02-24,12 am,14,9,25,27,Passing clouds.
2018-02-24,6 am,27,12,27,34,Light freezing rain. Ice fog.
2018-02-24,12 pm,18,8,34,36,Drizzle. Fog.
2018-02-24,6 pm,17,17,30,34,Overcast.
2018-02-25,12 am,13,16,25,30,Clear.
2018-02-25,6 am,2,14,25,37,Passing clouds.
2018-02-25,12 pm,6,13,39,45,Partly sunny.
2018-02-25,6 pm,13,5,30,36,Clear.
2018-02-26,12 am,13,6,28,30,Clear.
2018-02-26,6 am,1,7,28,46,Sunny.
2018-02-26,12 pm,1,14,48,55,Sunny.
2018-02-26,6 pm,13,11,41,46,Clear.
2018-02-27,12 am,14,9,36,39,Passing clouds.
2018-02-27,6 am,2,15,37,57,Passing clouds.
2018-02-27,12 pm,2,14,61,64,Passing clouds.
2018-02-27,6 pm,14,6,45,57,Passing clouds.
2018-02-28,12 am,17,3,41,45,Overcast.
2018-02-28,6 am,7,4,39,48,Overcast.
2018-02-28,12 pm,7,11,46,54,Overcast.
2018-02-28,6 pm,17,12,36,45,Overcast.
2018-03-01,12 am,13,13,34,36,Clear.
2018-03-01,6 am,2,13,30,45,Passing clouds.
2018-03-01,12 pm,1,15,41,46,Sunny.
2018-03-01,6 pm,13,6,30,37,Clear.
2018-03-02,12 am,13,2,25,30,Clear.
2018-03-02,6 am,6,9,27,45,Partly sunny.
2018-03-02,12 pm,2,19,48,52,Passing clouds.
2018-03-02,6 pm,13,10,37,46,Clear.
2018-03-03,12 am,13,11,37,37,Clear.
2018-03-03,6 am,1,17,36,54,Sunny.
2018-03-03,12 pm,2,21,54,57,Passing clouds.
2018-03-03,6 pm,14,14,46,52,Passing clouds.
2018-03-04,12 am,17,16,43,46,Overcast.
2018-03-04,6 am,6,17,43,55,Partly sunny.
2018-03-04,12 pm,6,19,55,61,Partly sunny.
2018-03-04,6 pm,17,17,48,55,Overcast.
2018-03-05,12 am,34,16,41,48,Drizzle. Fog.
2018-03-05,6 am,18,19,39,43,Drizzle. Fog.
2018-03-05,12 pm,7,21,34,36,Overcast.
2018-03-05,6 pm,29,9,32,34,Light snow. Ice fog.
2018-03-06,12 am,29,16,28,34,Light snow. Ice fog.
2018-03-06,6 am,29,12,28,30,Light snow. Ice fog.
2018-03-06,12 pm,29,18,30,34,Light snow. Ice fog.
2018-03-06,6 pm,17,16,30,32,Overcast.
2018-03-07,12 am,14,13,21,30,Passing clouds.
2018-03-07,6 am,6,17,21,30,Partly sunny.
2018-03-07,12 pm,29,14,27,30,Light snow. Ice fog.
2018-03-07,6 pm,29,14,23,27,Light snow. Ice fog.
2018-03-08,12 am,14,12,19,23,Passing clouds.
2018-03-08,6 am,2,11,19,28,Passing clouds.
2018-03-08,12 pm,6,6,30,34,Partly sunny.
2018-03-08,6 pm,13,4,27,30,Clear.
2018-03-09,12 am,15,7,25,27,Partly cloudy.
2018-03-09,6 am,6,9,25,30,Partly sunny.
2018-03-09,12 pm,6,7,30,37,Partly sunny.
2018-03-09,6 pm,13,6,30,36,Clear.
2018-03-10,12 am,13,7,27,28,Clear.
2018-03-10,6 am,6,11,28,41,Partly sunny.
2018-03-10,12 pm,6,12,43,46,Partly sunny.
2018-03-10,6 pm,17,9,39,43,Overcast.
2018-03-11,12 am,27,7,34,39,Light freezing rain. Ice fog.
2018-03-11,6 am,29,8,32,36,Light snow. Ice fog.
2018-03-11,12 pm,6,9,39,45,Partly sunny.
2018-03-11,6 pm,17,14,34,37,Overcast.
2018-03-12,12 am,17,14,32,34,Overcast.
2018-03-12,6 am,2,14,30,39,Passing clouds.
2018-03-12,12 pm,2,14,43,46,Passing clouds.
2018-03-12,6 pm,14,10,34,41,Passing clouds.
2018-03-13,12 am,14,9,27,32,Passing clouds.
2018-03-13,6 am,2,11,27,37,Passing clouds.
2018-03-13,12 pm,6,14,39,43,Partly sunny.
2018-03-13,6 pm,13,8,28,37,Clear.
2018-03-14,12 am,13,3,21,28,Clear.
2018-03-14,6 am,2,12,21,52,Passing clouds.
2018-03-14,12 pm,2,20,55,64,Passing clouds.
2018-03-14,6 pm,14,4,46,61,Passing clouds.
2018-03-15,12 am,13,6,34,43,Clear.
2018-03-15,6 am,6,7,32,48,Partly sunny.
2018-03-15,12 pm,6,11,54,57,Partly sunny.
2018-03-15,6 pm,14,13,39,52,Passing clouds.
2018-03-16,12 am,17,16,34,39,Overcast.
2018-03-16,6 am,6,19,34,34,Partly sunny.
2018-03-16,12 pm,27,17,34,36,Light freezing rain. Ice fog.
2018-03-16,6 pm,22,15,36,36,Thunderstorms. Mostly cloudy.
2018-03-17,12 am,34,9,34,34,Drizzle. Fog.
2018-03-17,6 am,7,9,34,36,Overcast.
2018-03-17,12 pm,7,5,36,37,Overcast.
2018-03-17,6 pm,14,2,34,37,Passing clouds.
2018-03-18,12 am,14,4,34,36,Passing clouds.
2018-03-18,6 am,9,4,36,37,Fog.
2018-03-18,12 pm,7,5,37,39,Overcast.
2018-03-18,6 pm,14,6,36,39,Passing clouds.
2018-03-19,12 am,17,9,36,37,Overcast.
2018-03-19,6 am,7,12,37,48,Overcast.
2018-03-19,12 pm,7,17,48,54,Overcast.
2018-03-19,6 pm,17,12,43,50,Overcast.
2018-03-20,12 am,17,8,36,43,Overcast.
2018-03-20,6 am,6,6,34,36,Partly sunny.
2018-03-20,12 pm,18,5,37,39,Drizzle. Fog.
2018-03-20,6 pm,29,7,34,37,Light snow. Ice fog.
2018-03-21,12 am,17,5,28,34,Overcast.
2018-03-21,6 am,2,7,28,39,Passing clouds.
2018-03-21,12 pm,6,9,43,45,Partly sunny.
2018-03-21,6 pm,13,5,37,45,Clear.
2018-03-22,12 am,14,7,32,36,Passing clouds.
2018-03-22,6 am,18,8,34,39,Drizzle. Fog.
2018-03-22,12 pm,6,9,43,48,Partly sunny.
2018-03-22,6 pm,14,9,39,46,Passing clouds.
2018-03-23,12 am,17,7,37,37,Overcast.
2018-03-23,6 am,6,11,37,43,Partly sunny.
2018-03-23,12 pm,6,18,43,48,Partly sunny.
2018-03-23,6 pm,34,20,39,46,Drizzle. Fog.
2018-03-24,12 am,34,18,34,37,Drizzle. Fog.
2018-03-24,6 am,18,13,34,34,Drizzle. Fog.
2018-03-24,12 pm,29,17,32,34,Light snow. Ice fog.
2018-03-24,6 pm,17,11,32,32,Overcast.
2018-03-25,12 am,17,6,32,34,Overcast.
2018-03-25,6 am,6,13,32,39,Partly sunny.
2018-03-25,12 pm,2,13,39,45,Passing clouds.
2018-03-25,6 pm,15,12,36,43,Partly cloudy.
2018-03-26,12 am,15,11,36,36,Partly cloudy.
2018-03-26,6 am,18,12,36,36,Drizzle. Fog.
2018-03-26,12 pm,7,10,37,43,Overcast.
2018-03-26,6 pm,14,5,39,41,Passing clouds.
2018-03-27,12 am,17,12,36,39,Overcast.
2018-03-27,6 am,7,10,36,39,Overcast.
2018-03-27,12 pm,6,9,39,46,Partly sunny.
2018-03-27,6 pm,16,3,37,45,High level clouds.
2018-03-28,12 am,14,4,30,36,Passing clouds.
2018-03-28,6 am,6,7,32,48,Partly sunny.
2018-03-28,12 pm,6,4,52,57,Partly sunny.
2018-03-28,6 pm,17,7,45,52,Overcast.
2018-03-29,12 am,17,14,36,45,Overcast.
2018-03-29,6 am,7,14,34,41,Overcast.
2018-03-29,12 pm,6,15,43,46,Partly sunny.
2018-03-29,6 pm,17,12,34,39,Overcast.
2018-03-30,12 am,17,7,32,34,Overcast.
2018-03-30,6 am,6,6,34,45,Partly sunny.
2018-03-30,12 pm,6,13,48,54,Partly sunny.
2018-03-30,6 pm,17,11,46,52,Overcast.
2018-03-31,12 am,34,14,45,48,Drizzle. Fog.
2018-03-31,6 am,6,21,39,50,Partly sunny.
2018-03-31,12 pm,7,21,36,39,Overcast.
2018-03-31,6 pm,14,14,27,34,Passing clouds.
2018-04-01,12 am,14,9,21,25,Passing clouds.
2018-04-01,6 am,6,6,23,27,Partly sunny.
2018-04-01,12 pm,6,6,27,34,Partly sunny.
2018-04-01,6 pm,13,6,25,32,Clear.
2018-04-02,12 am,13,4,19,23,Clear.
2018-04-02,6 am,6,11,19,36,Partly sunny.
2018-04-02,12 pm,7,17,36,39,Overcast.
2018-04-02,6 pm,27,9,32,34,Light freezing rain. Ice fog.
2018-04-03,12 am,27,8,32,34,Light freezing rain. Ice fog.
2018-04-03,6 am,18,10,34,36,Drizzle. Fog.
2018-04-03,12 pm,29,21,32,36,Light snow. Ice fog.
2018-04-03,6 pm,29,28,19,30,Light snow. Ice fog.
2018-04-04,12 am,29,19,16,19,Light snow. Ice fog.
2018-04-04,6 am,2,12,14,28,Passing clouds.
2018-04-04,12 pm,2,6,30,37,Passing clouds.
2018-04-04,6 pm,14,4,32,37,Passing clouds.
2018-04-05,12 am,14,7,28,34,Passing clouds.
2018-04-05,6 am,6,9,30,46,Partly sunny.
2018-04-05,12 pm,6,9,50,55,Partly sunny.
2018-04-05,6 pm,17,10,41,48,Overcast.
2018-04-06,12 am,17,15,30,39,Overcast.
2018-04-06,6 am,7,21,27,30,Overcast.
2018-04-06,12 pm,6,19,25,27,Partly sunny.
2018-04-06,6 pm,14,12,19,25,Passing clouds.
2018-04-07,12 am,13,11,18,19,Clear.
2018-04-07,6 am,2,7,18,32,Passing clouds.
2018-04-07,12 pm,2,7,34,43,Passing clouds.
2018-04-07,6 pm,14,6,32,41,Passing clouds.
2018-04-08,12 am,17,7,28,30,Overcast.
2018-04-08,6 am,6,12,28,34,Partly sunny.
2018-04-08,12 pm,29,17,30,36,Light snow. Ice fog.
2018-04-08,6 pm,27,12,30,30,Light freezing rain. Ice fog.
2018-04-09,12 am,27,8,30,30,Light freezing rain. Ice fog.
2018-04-09,6 am,29,8,30,32,Light snow. Ice fog.
2018-04-09,12 pm,29,9,34,37,Light snow. Ice fog.
2018-04-09,6 pm,17,7,30,37,Overcast.
2018-04-10,12 am,17,4,25,32,Overcast.
2018-04-10,6 am,6,9,28,43,Partly sunny.
2018-04-10,12 pm,6,14,46,57,Partly sunny.
2018-04-10,6 pm,14,12,48,54,Passing clouds.
2018-04-11,12 am,14,9,43,45,Passing clouds.
2018-04-11,6 am,6,6,43,55,Partly sunny.
2018-04-11,12 pm,6,11,61,70,Partly sunny.
2018-04-11,6 pm,14,11,57,68,Passing clouds.
2018-04-12,12 am,13,9,50,55,Clear.
2018-04-12,6 am,2,9,46,61,Passing clouds.
2018-04-12,12 pm,7,13,64,70,Overcast.
2018-04-12,6 pm,17,13,61,66,Overcast.
2018-04-13,12 am,17,14,55,59,Overcast.
2018-04-13,6 am,7,15,50,54,Overcast.
2018-04-13,12 pm,6,19,54,61,Partly sunny.
2018-04-13,6 pm,17,25,39,57,Overcast.
2018-04-14,12 am,34,18,37,39,Drizzle. Fog.
2018-04-14,6 am,22,14,37,39,Thunderstorms. Mostly cloudy.
2018-04-14,12 pm,18,16,39,43,Drizzle. Fog.
2018-04-14,6 pm,29,17,32,41,Light snow. Ice fog.
2018-04-15,12 am,29,16,27,30,Light snow. Ice fog.
2018-04-15,6 am,29,14,27,28,Light snow. Ice fog.
2018-04-15,12 pm,29,16,28,28,Light snow. Ice fog.
2018-04-15,6 pm,29,19,27,28,Light snow. Ice fog.
2018-04-16,12 am,17,19,25,27,Overcast.
2018-04-16,6 am,2,19,23,30,Passing clouds.
2018-04-16,12 pm,6,17,34,37,Partly sunny.
2018-04-16,6 pm,14,8,30,37,Passing clouds.
2018-04-17,12 am,13,2,27,30,Clear.
2018-04-17,6 am,2,7,28,45,Passing clouds.
2018-04-17,12 pm,2,9,46,55,Passing clouds.
2018-04-17,6 pm,2,14,41,54,Passing clouds.
2018-04-18,12 am,17,16,36,39,Overcast.
2018-04-18,6 am,27,13,32,36,Light freezing rain. Ice fog.
2018-04-18,12 pm,29,12,34,36,Light snow. Ice fog.
2018-04-18,6 pm,14,12,32,36,Passing clouds.
2018-04-19,12 am,14,7,30,34,Passing clouds.
2018-04-19,6 am,2,6,34,48,Passing clouds.
2018-04-19,12 pm,2,7,48,54,Passing clouds.
2018-04-19,6 pm,13,8,41,52,Clear.
2018-04-20,12 am,13,6,34,39,Clear.
2018-04-20,6 am,7,7,34,55,Overcast.
2018-04-20,12 pm,6,10,55,59,Partly sunny.
2018-04-20,6 pm,17,7,52,57,Overcast.
2018-04-21,12 am,17,6,46,52,Overcast.
2018-04-21,6 am,7,9,46,54,Overcast.
2018-04-21,12 pm,7,8,57,57,Overcast.
2018-04-21,6 pm,17,12,52,57,Overcast.
2018-04-22,12 am,17,9,46,50,Overcast.
2018-04-22,6 am,6,11,46,61,Partly sunny.
2018-04-22,12 pm,2,11,66,72,Passing clouds.
2018-04-22,6 pm,14,7,55,66,Passing clouds.
2018-04-23,12 am,14,6,50,55,Passing clouds.
2018-04-23,6 am,6,9,48,66,Partly sunny.
2018-04-23,12 pm,2,11,68,73,Passing clouds.
2018-04-23,6 pm,13,7,57,72,Clear.
2018-04-24,12 am,13,2,46,54,Clear.
2018-04-24,6 am,2,2,48,70,Passing clouds.
2018-04-24,12 pm,6,9,70,75,Partly sunny.
2018-04-24,6 pm,6,15,54,70,Partly sunny.
2018-04-25,12 am,17,11,48,54,Overcast.
2018-04-25,6 am,6,12,48,61,Partly sunny.
2018-04-25,12 pm,2,7,61,66,Passing clouds.
2018-04-25,6 pm,2,5,52,64,Passing clouds.
2018-04-26,12 am,16,0,43,52,High level clouds.
2018-04-26,6 am,6,6,41,64,Partly sunny.
2018-04-26,12 pm,6,14,68,72,Partly sunny.
2018-04-26,6 pm,13,14,52,66,Clear.
2018-04-27,12 am,13,7,43,48,Clear.
2018-04-27,6 am,2,13,43,72,Passing clouds.
2018-04-27,12 pm,2,24,70,77,Passing clouds.
2018-04-27,6 pm,13,14,54,64,Clear.
2018-04-28,12 am,13,5,43,48,Clear.
2018-04-28,6 am,1,9,43,55,Sunny.
2018-04-28,12 pm,2,6,57,63,Passing clouds.
2018-04-28,6 pm,13,7,52,61,Clear.
2018-04-29,12 am,13,9,45,50,Clear.
2018-04-29,6 am,1,16,43,64,Sunny.
2018-04-29,12 pm,1,22,66,72,Sunny.
2018-04-29,6 pm,14,16,57,70,Passing clouds.
2018-04-30,12 am,14,14,55,57,Passing clouds.
2018-04-30,6 am,6,17,57,77,Partly sunny.
2018-04-30,12 pm,6,27,81,82,Partly sunny.
2018-04-30,6 pm,14,17,72,79,Passing clouds.
2018-05-01,12 am,14,14,66,72,Passing clouds.
2018-05-01,6 am,22,9,61,66,Thunderstorms. Mostly cloudy.
2018-05-01,12 pm,6,17,64,75,Partly sunny.
2018-05-01,6 pm,22,14,66,77,Thunderstorms. Mostly cloudy.
2018-05-02,12 am,17,9,64,70,Overcast.
2018-05-02,6 am,6,7,64,68,Partly sunny.
2018-05-02,12 pm,18,9,66,70,Drizzle. Fog.
2018-05-02,6 pm,22,9,61,63,Thunderstorms. Mostly cloudy.
2018-05-03,12 am,14,6,59,61,Passing clouds.
2018-05-03,6 am,9,6,61,70,Fog.
2018-05-03,12 pm,6,12,66,75,Partly sunny.
2018-05-03,6 pm,34,8,61,66,Drizzle. Fog.
2018-05-04,12 am,14,11,54,61,Passing clouds.
2018-05-04,6 am,2,11,54,73,Passing clouds.
2018-05-04,12 pm,2,13,75,77,Passing clouds.
2018-05-04,6 pm,14,7,63,73,Passing clouds.
2018-05-05,12 am,13,4,55,61,Clear.
2018-05-05,6 am,6,7,55,75,Partly sunny.
2018-05-05,12 pm,6,11,81,82,Partly sunny.
2018-05-05,6 pm,14,7,64,79,Passing clouds.
2018-05-06,12 am,15,6,57,64,Partly cloudy.
2018-05-06,6 am,2,7,57,77,Passing clouds.
2018-05-06,12 pm,2,12,79,82,Passing clouds.
2018-05-06,6 pm,2,9,64,79,Passing clouds.
2018-05-07,12 am,13,2,54,64,Clear.
2018-05-07,6 am,2,4,55,75,Passing clouds.
2018-05-07,12 pm,2,11,79,81,Passing clouds.
2018-05-07,6 pm,13,10,68,79,Clear.
2018-05-08,12 am,14,10,63,64,Passing clouds.
2018-05-08,6 am,7,17,63,79,Overcast.
2018-05-08,12 pm,6,20,79,84,Partly sunny.
2018-05-08,6 pm,14,16,73,81,Passing clouds.
2018-05-09,12 am,14,9,63,70,Passing clouds.
2018-05-09,6 am,2,14,64,75,Passing clouds.
2018-05-09,12 pm,2,19,73,77,Passing clouds.
2018-05-09,6 pm,2,5,66,75,Passing clouds.
2018-05-10,12 am,13,4,55,61,Clear.
2018-05-10,6 am,2,5,57,73,Passing clouds.
2018-05-10,12 pm,6,7,75,79,Partly sunny.
2018-05-10,6 pm,14,15,63,73,Passing clouds.
2018-05-11,12 am,17,12,57,61,Overcast.
2018-05-11,6 am,6,14,55,61,Partly sunny.
2018-05-11,12 pm,7,10,55,61,Overcast.
2018-05-11,6 pm,17,12,50,55,Overcast.
2018-05-12,12 am,35,12,48,50,Strong thunderstorms. Fog.
2018-05-12,6 am,18,9,48,54,Drizzle. Fog.
2018-05-12,12 pm,7,10,55,59,Overcast.
2018-05-12,6 pm,9,7,55,57,Fog.
2018-05-13,12 am,14,7,54,55,Passing clouds.
2018-05-13,6 am,9,7,54,55,Fog.
2018-05-13,12 pm,6,11,54,70,Partly sunny.
2018-05-13,6 pm,17,11,61,66,Overcast.
2018-05-14,12 am,14,7,59,61,Passing clouds.
2018-05-14,6 am,9,7,61,68,Fog.
2018-05-14,12 pm,6,6,72,82,Partly sunny.
2018-05-14,6 pm,14,9,68,79,Passing clouds.
2018-05-15,12 am,14,6,63,66,Passing clouds.
2018-05-15,6 am,6,10,61,72,Partly sunny.
2018-05-15,12 pm,2,6,72,79,Passing clouds.
2018-05-15,6 pm,13,5,68,79,Clear.
2018-05-16,12 am,14,2,61,68,Passing clouds.
2018-05-16,6 am,2,4,63,75,Passing clouds.
2018-05-16,12 pm,2,7,79,82,Passing clouds.
2018-05-16,6 pm,14,4,70,81,Passing clouds.
2018-05-17,12 am,14,1,63,66,Passing clouds.
2018-05-17,6 am,6,8,66,79,Partly sunny.
2018-05-17,12 pm,2,11,81,82,Passing clouds.
2018-05-17,6 pm,2,9,72,82,Passing clouds.
2018-05-18,12 am,13,9,63,72,Clear.
2018-05-18,6 am,2,7,63,79,Passing clouds.
2018-05-18,12 pm,2,7,79,84,Passing clouds.
2018-05-18,6 pm,14,9,66,81,Passing clouds.
2018-05-19,12 am,14,4,63,66,Passing clouds.
2018-05-19,6 am,6,4,63,79,Partly sunny.
2018-05-19,12 pm,22,10,66,81,Thunderstorms. Mostly cloudy.
2018-05-19,6 pm,14,8,64,72,Passing clouds.
2018-05-20,12 am,17,11,57,64,Overcast.
2018-05-20,6 am,7,10,57,63,Overcast.
2018-05-20,12 pm,7,9,64,68,Overcast.
2018-05-20,6 pm,7,10,59,64,Overcast.
2018-05-21,12 am,34,7,57,59,Drizzle. Fog.
2018-05-21,6 am,9,2,59,63,Fog.
2018-05-21,12 pm,6,4,64,73,Partly sunny.
2018-05-21,6 pm,14,5,64,72,Passing clouds.
2018-05-22,12 am,14,1,61,64,Passing clouds.
2018-05-22,6 am,6,3,63,72,Partly sunny.
2018-05-22,12 pm,6,7,73,79,Partly sunny.
2018-05-22,6 pm,14,7,73,79,Passing clouds.
2018-05-23,12 am,14,7,66,72,Passing clouds.
2018-05-23,6 am,6,9,68,82,Partly sunny.
2018-05-23,12 pm,2,12,82,86,Passing clouds.
2018-05-23,6 pm,2,11,75,84,Passing clouds.
2018-05-24,12 am,14,7,70,73,Passing clouds.
2018-05-24,6 am,6,9,70,84,Partly sunny.
2018-05-24,12 pm,6,16,86,88,Partly sunny.
2018-05-24,6 pm,14,9,73,84,Passing clouds.
2018-05-25,12 am,14,6,68,72,Passing clouds.
2018-05-25,6 am,6,9,70,81,Partly sunny.
2018-05-25,12 pm,2,11,82,88,Passing clouds.
2018-05-25,6 pm,14,9,77,86,Passing clouds.
2018-05-26,12 am,14,5,70,75,Passing clouds.
2018-05-26,6 am,2,4,70,90,Passing clouds.
2018-05-26,12 pm,2,4,91,95,Passing clouds.
2018-05-26,6 pm,13,7,79,91,Clear.
2018-05-27,12 am,13,2,73,79,Clear.
2018-05-27,6 am,2,1,73,93,Passing clouds.
